Timestamp,What is the job title that best describes your role when using Xarray?,What field do you work in?,How did you hear about this survey?,How often do you use Xarray?,How many years have you been using Xarray?,How do you rate your level of Xarray proficiency?,"For your applications that use Xarray, how critical is Xarray?",Is Xarray stable enough for you?,What Xarray resources have you used for support in the last six months?,"Which of Xarray's core features are most important to you? [Label-based indexing, interpolation, groupby, reindexing, and computation]",Which of Xarray's core features are most important to you? [Reading and writing files],Which of Xarray's core features are most important to you? [Parallel computation with Dask],Which of Xarray's core features are most important to you? [Interoperability with Pandas],Which of Xarray's core features are most important to you? [Plotting],Where do you use Xarray? [Personal laptop],Where do you use Xarray? [Large workstation],Where do you use Xarray? [HPC cluster],Where do you use Xarray? [Cloud cluster],Interactive or batch? [Interactive:  I use Xarray with Jupyter or IPython when playing with data],Interactive or batch? [Batch: I use Xarray in scripts that run in the future],Xarray includes support for reading and writing a number of multi-dimensional data storage formats. Which do you use? [NetCDF 3*],Xarray includes support for reading and writing a number of multi-dimensional data storage formats. Which do you use? [NetCDF 4*],Xarray includes support for reading and writing a number of multi-dimensional data storage formats. Which do you use? [Zarr*],Xarray includes support for reading and writing a number of multi-dimensional data storage formats. Which do you use? [GRIB*],Xarray includes support for reading and writing a number of multi-dimensional data storage formats. Which do you use? [GeoTIFF*],Xarray includes support for reading and writing a number of multi-dimensional data storage formats. Which do you use? [Python Pickle*],Xarray includes support for reading and writing a number of multi-dimensional data storage formats. Which do you use? [HDF 4/5],"Xarray includes support for reading and writing a number of multi-dimensional data storage formats. Which do you use? [Other Image format (PNG, JPG, TIFF, etc.)]",Xarray includes support for reading and writing a number of multi-dimensional data storage formats. Which do you use? [Video (e.g. MP4)],Xarray includes support for reading and writing a number of multi-dimensional data storage formats. Which do you use? [Database (e.g. MongoDB)],"Xarray includes support for reading and writing a number of multi-dimensional data storage formats. Which do you use? [Tensors (e.g. PyTorch, Tensorflow, NumPy)]",Xarray includes support for reading and writing a number of multi-dimensional data storage formats. Which do you use? [Other],"If you answered ""Other"" above, please list any additional formats:",How easy is it for you to upgrade to newer versions of Python libraries?,"What are some other libraries that you often use with Xarray? (e.g. ""dask, pandas, scikit-learn"") ",What would make Xarray even more useful for your work?,What development activities would help you most right now? [Bug fixes],What development activities would help you most right now? [More documentation],What development activities would help you most right now? [More examples in my domain],What development activities would help you most right now? [New features],What development activities would help you most right now? [Performance improvements],"What common feature requests do you care about most? [More flexible indexing (i.e. selection, alignment)]","What common feature requests do you care about most? [More flexible backend arrays (e.g. Dask, CuPy, Pint, Sparse)]","What common feature requests do you care about most? [More flexible file IO (e.g. netCDF, Zarr, DB)]",What common feature requests do you care about most? [Better physical unit support],What common feature requests do you care about most? [Better documentation / more examples from my field],"What common feature requests do you care about most? [Better interoperability with Machine Learning libraries (e.g. Scikit-learn, Tensorflow)]","What common feature requests do you care about most? [New data structures (e.g. lightweight labeled array, tree-like dataset)]",Xarray supports multiple backend array types (e.g. NumPy and Dask). Rank your interest non-NumPy backend array support: [CuPy (GPU) arrays],Xarray supports multiple backend array types (e.g. NumPy and Dask). Rank your interest non-NumPy backend array support: [Sparse arrays],Xarray supports multiple backend array types (e.g. NumPy and Dask). Rank your interest non-NumPy backend array support: [Dask arrays],Xarray supports multiple backend array types (e.g. NumPy and Dask). Rank your interest non-NumPy backend array support: [Pint (unit-aware) arrays],Xarray supports multiple backend array types (e.g. NumPy and Dask). Rank your interest non-NumPy backend array support: [Other],"If you answered ""Other"" above, list any additional array types:"
6/12/2022 20:55:28,Domain scientist / researcher,"Statistics & Machine Learning, Chemistry",website,Occasionally (~monthly),2,2,1,Yes,"Documentation (https://docs.xarray.dev/), Tutorials (https://tutorial.xarray.dev), GitHub issue trackers (reading past issues)",5 (most),1 (least),2,3,4,Never,Never,Occasionally (~monthly),Never,Occasionally (~monthly),Occasionally (~monthly),Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally (~monthly),Never,,3,"hvplot, pandas, rdkit",,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Very useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat interested,Not interested,Somewhat interested,Very interested,,
6/13/2022 9:18:01,"Domain scientist / researcher, Software engineer / developer",Geosciences,GitHub,Most days,0,2,2,Yes,"Documentation (https://docs.xarray.dev/), Stack Overflow #python-xarray tag, Github Discussions",3,5 (most),1 (least),2,4,Most days,Regularly (~weekly),Never,Never,Occasionally (~monthly),Never,Never,Most days,Occasionally (~monthly),Never,Never,Never,Never,Most days,Never,Never,Never,Never,,4,pandas,,Critical,Somewhat useful,Very useful,Very useful,Critical,Critical,Somewhat useful,Somewhat useful,Very useful,Very useful,Not relevant,Not relevant,Not interested,Not interested,Somewhat interested,Not interested,Not interested,
6/14/2022 2:10:03,Domain scientist / researcher,Geosciences,GitHub,Most days,1,3,4,Yes,"Documentation (https://docs.xarray.dev/), Tutorials (https://tutorial.xarray.dev), Stack Overflow #python-xarray tag, GitHub issue trackers (reading past issues)",5 (most),4,3,1 (least),2,Occasionally (~monthly),Most days,Most days,Never,Most days,Most days,Never,Most days,Never,Never,Never,Regularly (~weekly),Occasionally (~monthly),Regularly (~weekly),Never,Never,Never,Never,,1,"Dask, cartopy, pandas",Tools for working with unstructured grids,Somewhat useful,Very useful,Very useful,Critical,Somewhat useful,Very useful,Somewhat useful,Not relevant,Somewhat useful,Very useful,Not relevant,Critical,Somewhat interested,Somewhat interested,Very interested,Not interested,Not interested,
6/14/2022 18:57:51,Student,Physics,Official website,Regularly (~weekly),0,2,2,Yes (and I wouldn't mind a little less stability if it meant the project developed faster),Documentation (https://docs.xarray.dev/),5 (most),1 (least),2,3,4,Most days,Never,Never,Never,Occasionally (~monthly),Most days,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,4,"pandas, plotly",,Not relevant,Very useful,Somewhat useful,Critical,Critical,Somewhat useful,Very useful,Not relevant,Critical,Very useful,Somewhat useful,Not relevant,Somewhat interested,Somewhat interested,Somewhat interested,Somewhat interested,,
6/15/2022 2:03:23,Software engineer / developer,Biosciences,image.sc,Occasionally (~monthly),2,1,1,No,"Documentation (https://docs.xarray.dev/), Tutorials (https://tutorial.xarray.dev), GitHub issue trackers (reading past issues)",5 (most),4,3,2,1 (least),Occasionally (~monthly),Occasionally (~monthly),Never,Occasionally (~monthly),Occasionally (~monthly),Occasionally (~monthly),Never,Occasionally (~monthly),Occasionally (~monthly),Never,Never,Never,Occasionally (~monthly),Occasionally (~monthly),Never,Never,Never,Never,,2,zarr,implementations in other languages.,Somewhat useful,Somewhat useful,Very useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Very useful,Very useful,Somewhat useful,Somewhat useful,Very useful,Somewhat interested,Somewhat interested,Somewhat interested,Somewhat interested,Not interested,
6/15/2022 5:01:48,"Domain scientist / researcher, Software engineer / developer",Geosciences,pangeo website,Regularly (~weekly),3,2,4,Yes,"Documentation (https://docs.xarray.dev/), Stack Overflow #python-xarray tag, GitHub issue trackers (reading past issues)",5 (most),3,4,2,1 (least),Occasionally (~monthly),Most days,Never,Never,Regularly (~weekly),Regularly (~weekly),Occasionally (~monthly),Most days,Never,Occasionally (~monthly),Occasionally (~monthly),Never,Never,Occasionally (~monthly),Never,Regularly (~weekly),Never,Never,,4,"xclim, dask, pandas, seaborn, numpy","More documentation, including examples with better presentation of example data structures and transformations, as well as example use-cases.",Somewhat useful,Very useful,Very useful,Somewhat useful,Somewhat useful,Very useful,Somewhat useful,Somewhat useful,Not relevant,Critical,Not relevant,Somewhat useful,Not interested,Not interested,Very interested,Not interested,Not interested,
6/15/2022 7:20:30,Domain scientist / researcher,"Geosciences, Statistics & Machine Learning",Twitter,Regularly (~weekly),3,3,3,Yes (and I wouldn't mind a little less stability if it meant the project developed faster),"Documentation (https://docs.xarray.dev/), Tutorials (https://tutorial.xarray.dev)",5 (most),,,,,Occasionally (~monthly),Regularly (~weekly),Occasionally (~monthly),Occasionally (~monthly),Regularly (~weekly),Regularly (~weekly),Occasionally (~monthly),Regularly (~weekly),Occasionally (~monthly),Most days,Regularly (~weekly),Occasionally (~monthly),Regularly (~weekly),Occasionally (~monthly),Never,Never,Occasionally (~monthly),,,4,"Xesmf, tensorflow, Geocat",Netcdf,,Very useful,Critical,Very useful,Very useful,Critical,Somewhat useful,Very useful,,Critical,,,Somewhat interested,,Somewhat interested,,,
6/15/2022 22:34:34,"Domain scientist / researcher, Data scientist","Geosciences, Statistics & Machine Learning",Mailing list,Most days,4,2,3,Yes,"Documentation (https://docs.xarray.dev/), Tutorials (https://tutorial.xarray.dev), Stack Overflow #python-xarray tag, GitHub issue trackers (raising a new issue), GitHub issue trackers (reading past issues)",5 (most),4,3,2,1 (least),Most days,,,,Most days,Occasionally (~monthly),,Most days,Regularly (~weekly),Occasionally (~monthly),Most days,,Most days,,,Regularly (~weekly),Regularly (~weekly),Regularly (~weekly),CSV files,3,"scikit-learn, pandas, dask, geopandas",,Critical,Very useful,Very useful,Critical,Critical,Very useful,Critical,Critical,Somewhat useful,Very useful,Critical,Critical,Very interested,Somewhat interested,Very interested,Not interested,,
6/17/2022 0:50:24,"Domain scientist / researcher, Software engineer / developer","Geosciences, Plasma Physics",Friend,Regularly (~weekly),4,2,3,Yes (and I wouldn't mind a little less stability if it meant the project developed faster),"Documentation (https://docs.xarray.dev/), Stack Overflow #python-xarray tag, GitHub issue trackers (reading past issues)",3,5 (most),1 (least),2,4,Most days,Occasionally (~monthly),Occasionally (~monthly),Occasionally (~monthly),Most days,Occasionally (~monthly),Never,Most days,Never,Never,Never,Never,Never,Never,Never,Never,Never,Occasionally (~monthly),Very occasionally a .csv,4,"Pandas, scipy, ",Better examples/explanations of Dask,Somewhat useful,Very useful,Critical,Somewhat useful,Very useful,Somewhat useful,Somewhat useful,Very useful,Somewhat useful,Critical,Not relevant,Very useful,Not interested,Somewhat interested,Somewhat interested,Somewhat interested,Not interested,
6/17/2022 8:35:16,"Educator, Software engineer / developer",Biomedical Engineering,Twitter,Most days,2,3,3,Yes,"Documentation (https://docs.xarray.dev/), Tutorials (https://tutorial.xarray.dev), Stack Overflow #python-xarray tag, GitHub issue trackers (reading past issues)",5 (most),1 (least),4,2,3,Regularly (~weekly),Most days,Most days,Never,Most days,Most days,Never,Most days,Occasionally (~monthly),Never,Never,Never,Most days,Occasionally (~monthly),Never,Never,Occasionally (~monthly),Never,,3,"h5py, numpy, scipy, dask, scipy, matplotlib, seaborn",continued performance and memory optimizations under the hood,Very useful,Somewhat useful,Somewhat useful,Very useful,Critical,Very useful,Very useful,Very useful,Somewhat useful,Very useful,Very useful,Very useful,Very interested,Very interested,Very interested,Not interested,Not interested,
6/17/2022 9:46:35,"Data scientist, Software engineer / developer",Geosciences,Friend,Most days,2,3,4,Yes,"Documentation (https://docs.xarray.dev/), Stack Overflow #python-xarray tag, GitHub issue trackers (reading past issues)",2,5 (most),4,3,1 (least),Most days,Occasionally (~monthly),Never,Never,Occasionally (~monthly),Regularly (~weekly),Never,Most days,Never,Never,Never,Occasionally (~monthly),Never,Never,Never,Never,Never,Never,,2,"dask, pandas, numpy, matplotlib","xr.open_mfdataset needs to be more memory efficient.  Currently looping on xr.open_dataset and building a list of xr datasets (slice data before adding to list) and then doing a final concatenation (xr.concat) is infinitely faster and uses less memory.  Unfortunately, it still requires reading/rereading the netcdf files in groups of 100 points, which is painful to repeat on data files with tens of thousands of grid points in them.",Somewhat useful,Very useful,Critical,Not relevant,Critical,Very useful,Somewhat useful,Very useful,Not relevant,Critical,Not relevant,Not relevant,Not interested,Not interested,Very interested,Not interested,Not interested,
6/17/2022 10:35:23,"Domain scientist / researcher, Data scientist, Software engineer / developer","Biosciences, Statistics & Machine Learning",webpage,Most days,3,2,3,Yes,"Documentation (https://docs.xarray.dev/), GitHub issue trackers (reading past issues)",5 (most),4,2,3,1 (least),Most days,,Regularly (~weekly),,Most days,Regularly (~weekly),Never,Never,Most days,Never,Never,Never,Never,Never,Never,Never,Most days,Regularly (~weekly),Grid ASCII through rioxarray,4,"numpy, pandas, rioxarray, sgkit",,Very useful,Very useful,Somewhat useful,Somewhat useful,Very useful,Very useful,Not relevant,Somewhat useful,Not relevant,Very useful,Very useful,Very useful,Not interested,Somewhat interested,Somewhat interested,Not interested,,
6/18/2022 1:34:49,Software engineer / developer,,Slack,Occasionally (~monthly),1,1,1,Yes,,5 (most),4,1 (least),3,2,Occasionally (~monthly),Never,Never,Never,Occasionally (~monthly),Occasionally (~monthly),Never,Occasionally (~monthly),Never,Never,Occasionally (~monthly),Occasionally (~monthly),Occasionally (~monthly),Occasionally (~monthly),,,Occasionally (~monthly),Occasionally (~monthly),TileDB,3,"pandas, pyarrow, tiledb",,Very useful,Somewhat useful,Not relevant,Somewhat useful,Very useful,Very useful,Very useful,Very useful,Not relevant,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat interested,Very interested,Not interested,Not interested,Somewhat interested,"Tensorflow, Pytorch"
6/21/2022 5:53:08,Data scientist,Geosciences,https://discourse.pangeo.io/,Regularly (~weekly),5,3,2,Yes (and I wouldn't mind a little less stability if it meant the project developed faster),"Documentation (https://docs.xarray.dev/), Stack Overflow #python-xarray tag, GitHub issue trackers (raising a new issue), GitHub issue trackers (reading past issues), Github Discussions",1 (least),5 (most),4,2,3,Regularly (~weekly),Most days,Occasionally (~monthly),Never,Regularly (~weekly),Occasionally (~monthly),Never,Occasionally (~monthly),Regularly (~weekly),Never,Most days,Never,Never,Never,Never,Never,Never,,,2,"dask, rioxarray, hvplot, geopandas",,Very useful,Very useful,Critical,Somewhat useful,Somewhat useful,Not relevant,Very useful,Critical,Somewhat useful,Critical,Somewhat useful,Not relevant,Somewhat interested,Somewhat interested,Very interested,Somewhat interested,,
6/21/2022 10:46:31,"Domain scientist / researcher, Data scientist",Geosciences,Twitter and Colleague,Most days,3,3,3,Yes,"Documentation (https://docs.xarray.dev/), Tutorials (https://tutorial.xarray.dev), Stack Overflow #python-xarray tag, GitHub issue trackers (reading past issues)",4,5 (most),1 (least),2,3,Regularly (~weekly),Occasionally (~monthly),Regularly (~weekly),Never,Most days,Occasionally (~monthly),Occasionally (~monthly),Regularly (~weekly),Never,Occasionally (~monthly),Regularly (~weekly),Regularly (~weekly),,Never,Never,Never,Never,Never,,3,"rasterio, dark, pandas, numpy, geopandas, xesmf, regiomask","an easier way to select the nearest lat and lon for curviliniear grids (very easy right now with rectilinear grids), xesmf is pretty buggy - regridding within xarray.",Somewhat useful,Somewhat useful,Somewhat useful,Very useful,Somewhat useful,Very useful,Somewhat useful,Very useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat interested,Somewhat interested,Somewhat interested,Somewhat interested,Not interested,
6/21/2022 19:27:18,EE Test Eng,EE,GitHub,Occasionally (~monthly),2,1,3,Yes,"Documentation (https://docs.xarray.dev/), Stack Overflow #python-xarray tag, Github Discussions",5 (most),1 (least),3,4,2,Occasionally (~monthly),Never,Never,Never,Most days,Occasionally (~monthly),,,,,,Most days,,,,,,,,3,,More examples with larger datasets that are not geo focused ,Somewhat useful,Somewhat useful,Critical,Somewhat useful,Critical,,,Very useful,,Very useful,,Critical,,,,,,
6/22/2022 8:49:58,Domain scientist / researcher,"Geosciences, Statistics & Machine Learning",Twitter,Regularly (~weekly),4,2,2,Yes (and I wouldn't mind a little less stability if it meant the project developed faster),"Documentation (https://docs.xarray.dev/), Tutorials (https://tutorial.xarray.dev), Stack Overflow #python-xarray tag",3,5 (most),2,,4,Regularly (~weekly),Regularly (~weekly),Occasionally (~monthly),Occasionally (~monthly),Regularly (~weekly),Regularly (~weekly),Never,Regularly (~weekly),Regularly (~weekly),Never,Never,Never,Never,Never,Never,Never,Never,Never,,3,"Scikit-learn, numpy, pytorch, jax",More tutorials and use cases for ufuncs.,Very useful,Critical,Critical,Somewhat useful,Somewhat useful,Not relevant,Somewhat useful,Very useful,Not relevant,Critical,Critical,Very useful,Somewhat interested,Very interested,,Somewhat interested,Not interested,
6/22/2022 8:55:29,"Student, Domain scientist / researcher",Climate Science,Twitter,Most days,6,4,4,Yes,"Documentation (https://docs.xarray.dev/), Tutorials (https://tutorial.xarray.dev), Stack Overflow #python-xarray tag, GitHub issue trackers (raising a new issue), GitHub issue trackers (reading past issues)",3,5 (most),2,1 (least),4,Most days,Never,Most days,Occasionally (~monthly),Most days,Most days,Most days,Most days,Most days,Never,Occasionally (~monthly),Never,Never,Most days,Never,Never,Never,Never,,3,"cartopy, dask, cmocean",Easier regridding including for unstructured mesh grids.,Somewhat useful,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,Somewhat interested,Somewhat interested,Somewhat interested,Very interested,,
6/22/2022 9:15:17,"Domain scientist / researcher, Data scientist, Software engineer / developer","Geosciences, Statistics & Machine Learning",Twitter,Most days,6,3,4,Yes,"Documentation (https://docs.xarray.dev/), Tutorials (https://tutorial.xarray.dev), Stack Overflow #python-xarray tag, GitHub issue trackers (reading past issues), Github Discussions",5 (most),2,4,1 (least),3,Most days,Never,Regularly (~weekly),Occasionally (~monthly),Most days,Most days,Most days,Most days,Most days,Regularly (~weekly),Most days,Never,Occasionally (~monthly),Occasionally (~monthly),Never,Never,Regularly (~weekly),Regularly (~weekly),,2,"dask, rasterio",,Somewhat useful,Somewhat useful,Critical,Very useful,Critical,Very useful,Very useful,Very useful,Somewhat useful,Critical,Very useful,Very useful,Somewhat interested,Somewhat interested,Very interested,Somewhat interested,Somewhat interested,jax
6/22/2022 9:34:36,Student,Atmospheric sciences/Meteorology ,Twitter,Most days,2,2,3,Yes (and I wouldn't mind a little less stability if it meant the project developed faster),"Documentation (https://docs.xarray.dev/), Tutorials (https://tutorial.xarray.dev), Stack Overflow #python-xarray tag",4,5 (most),,3,,Most days,,,,Most days,Regularly (~weekly),,Most days,,,,,,,,,,,,2,"Pandas, scipy",,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,Very interested,Very interested,Somewhat interested,Somewhat interested,,
6/22/2022 10:37:57,"Educator, Domain scientist / researcher",Geosciences,Twitter,Regularly (~weekly),5,2,4,Yes (and I wouldn't mind a little less stability if it meant the project developed faster),Documentation (https://docs.xarray.dev/),4,5 (most),3,2,1 (least),Most days,Never,Never,Occasionally (~monthly),Most days,Never,Most days,Most days,Never,Most days,Occasionally (~monthly),Never,Never,Occasionally (~monthly),Never,Never,Never,,,3,"MetPy, dask, Pandas",Incorporate units on array objects in a robust way.,Critical,Somewhat useful,Somewhat useful,Critical,Very useful,Very useful,Critical,Very useful,Critical,Somewhat useful,Somewhat useful,Very useful,Somewhat interested,Somewhat interested,Very interested,Very interested,,
6/22/2022 11:18:42,Student,Geosciences,Twitter,Most days,4,2,3,Yes,"Documentation (https://docs.xarray.dev/), Tutorials (https://tutorial.xarray.dev), Stack Overflow #python-xarray tag",4,5 (most),1 (least),2,3,Occasionally (~monthly),Never,Most days,Never,Occasionally (~monthly),Most days,Never,Most days,Never,Regularly (~weekly),Never,Never,Regularly (~weekly),Never,Never,Never,Never,,,4,"metpy, wrf-python, pandas, matplotlib",,Somewhat useful,Very useful,Very useful,Somewhat useful,Very useful,Very useful,Not relevant,Very useful,Very useful,Very useful,Not relevant,Not relevant,Not interested,Not interested,Not interested,Very interested,,
6/22/2022 13:13:12,"Domain scientist / researcher, Data scientist",Atmospheric sciences,Twitter,Most days,1,2,3,Yes,"Documentation (https://docs.xarray.dev/), Stack Overflow #python-xarray tag",5 (most),4,1 (least),3,2,Most days,,,Regularly (~weekly),Most days,Never,Most days,Most days,,,,,,,,,,,,4,"Pandas, matplotlib",,,,Very useful,,,,,Critical,,Very useful,,,,,,,,
6/22/2022 13:34:05,Data scientist,Geosciences,GitHub,Most days,1,2,4,Yes (and I wouldn't mind a little less stability if it meant the project developed faster),"Documentation (https://docs.xarray.dev/), Stack Overflow #python-xarray tag, GitHub issue trackers (raising a new issue)",3,1 (least),5 (most),4,2,Most days,Most days,Most days,,Most days,Regularly (~weekly),Never,Never,Regularly (~weekly),Never,Occasionally (~monthly),Occasionally (~monthly),Never,Never,Never,Regularly (~weekly),Never,Most days,Segy files,3,"Dask, pandas",To have more embedded signal processing merhod,Somewhat useful,Very useful,"Very useful, Critical",Critical,Very useful,Very useful,Critical,Somewhat useful,Somewhat useful,Critical,Somewhat useful,Very useful,Somewhat interested,Not interested,Very interested,Not interested,Not interested,
6/22/2022 14:43:21,Software engineer / developer,Biosciences,Twitter,Regularly (~weekly),2,3,2,Yes,"Documentation (https://docs.xarray.dev/), Tutorials (https://tutorial.xarray.dev), Stack Overflow #python-xarray tag",4,3,5 (most),1 (least),2,Occasionally (~monthly),Regularly (~weekly),Regularly (~weekly),Never,Never,Regularly (~weekly),Never,Regularly (~weekly),Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,3,"Dask, numpy",Support of netcdf groups,Somewhat useful,Somewhat useful,Somewhat useful,Very useful,Very useful,Somewhat useful,Somewhat useful,Very useful,Not relevant,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat interested,,Very interested,,,
6/22/2022 14:45:29,"Domain scientist / researcher, Software engineer / developer",Geosciences,Twitter,Most days,1,1,2,Yes,"Documentation (https://docs.xarray.dev/), Tutorials (https://tutorial.xarray.dev), Stack Overflow #python-xarray tag, GitHub issue trackers (reading past issues), Github Discussions",5 (most),3,4,1 (least),2,Most days,Most days,Regularly (~weekly),,Most days,Most days,Never,Most days,Never,Never,Never,,Most days,Most days,,,,,,2,"Numpy, scikit",,Somewhat useful,Very useful,Very useful,Somewhat useful,Very useful,Somewhat useful,Somewhat useful,Somewhat useful,,Very useful,,Somewhat useful,,,,,,
6/22/2022 16:17:44,"Domain scientist / researcher, Data scientist",Geosciences,Twitter,Most days,4,3,4,Yes (and I wouldn't mind a little less stability if it meant the project developed faster),"Documentation (https://docs.xarray.dev/), Stack Overflow #python-xarray tag, GitHub issue trackers (reading past issues)",5 (most),1 (least),4,3,2,Never,Regularly (~weekly),Occasionally (~monthly),Regularly (~weekly),Most days,Occasionally (~monthly),Never,Occasionally (~monthly),Never,Never,Most days,Never,Never,Occasionally (~monthly),Occasionally (~monthly),Never,Never,Never,,2,"opendatacube, odc-geo, odc-stac","Faster nan quantile calculations, better support for masked arrays",Critical,Very useful,Somewhat useful,Critical,Critical,Very useful,Very useful,Very useful,Somewhat useful,Somewhat useful,Not relevant,Critical,Not interested,Very interested,Very interested,Not interested,Not interested,
6/22/2022 19:05:42,Domain scientist / researcher,Geosciences,Twitter,Regularly (~weekly),3,2,4,Yes,"Documentation (https://docs.xarray.dev/), Tutorials (https://tutorial.xarray.dev), Stack Overflow #python-xarray tag, GitHub issue trackers (reading past issues)",2,3,4,1 (least),,Never,Never,Regularly (~weekly),Never,Most days,Never,Regularly (~weekly),Most days,Occasionally (~monthly),Never,Never,Never,Never,Never,Never,Never,Never,Never,,4,"Dask, xgcm",Xarray sometimes is magic with Dask…sometimes it’s not. I and my students have found it very difficult to tell when it will be one or the other. ,Very useful,Somewhat useful,Somewhat useful,Somewhat useful,Critical,Not relevant,Somewhat useful,Somewhat useful,Very useful,Somewhat useful,Not relevant,Somewhat useful,Not interested,Not interested,Very interested,Not interested,Not interested,
6/22/2022 22:33:28,"Domain scientist / researcher, Software engineer / developer","Geosciences, Satellite imagery processing",Twitter,Regularly (~weekly),4,4,4,Yes (and I wouldn't mind a little less stability if it meant the project developed faster),"Documentation (https://docs.xarray.dev/), GitHub issue trackers (reading past issues)",5 (most),4,3,1 (least),2,Regularly (~weekly),Regularly (~weekly),Never,Occasionally (~monthly),Regularly (~weekly),Regularly (~weekly),,Most days,Occasionally (~monthly),Regularly (~weekly),Regularly (~weekly),Never,Occasionally (~monthly),Never,Never,Never,Never,Occasionally (~monthly),Geospatial data via rioxarray,4,"GDAL, dask",Better support for complex dask graphs,Very useful,Somewhat useful,Not relevant,Somewhat useful,Critical,Very useful,Very useful,Somewhat useful,Not relevant,Not relevant,Not relevant,Very useful,Very interested,Not interested,Very interested,Somewhat interested,Not interested,
6/22/2022 23:47:04,"Data scientist, Software engineer / developer",Geosciences,Twitter,Most days,4,3,4,Yes,"Documentation (https://docs.xarray.dev/), Tutorials (https://tutorial.xarray.dev), Stack Overflow #python-xarray tag",5 (most),3,4,1 (least),2,Occasionally (~monthly),Most days,,Regularly (~weekly),Most days,Most days,,Occasionally (~monthly),Regularly (~weekly),,Most days,,,,,,Regularly (~weekly),,,2,"dask, pandas, rioxarray, pytorch, numpy",,Somewhat useful,,,Somewhat useful,Very useful,Very useful,Very useful,Somewhat useful,Not relevant,Somewhat useful,Very useful,Not relevant,Very interested,Not interested,Very interested,Not interested,,
6/23/2022 1:16:20,Software engineer / developer,"Statistics & Machine Learning, Remote Sensing",Twitter,Most days,1,2,3,Yes,"Documentation (https://docs.xarray.dev/), GitHub issue trackers (raising a new issue), GitHub issue trackers (reading past issues), Github Discussions",1 (least),5 (most),3,4,2,Never,Most days,Occasionally (~monthly),Never,Never,Occasionally (~monthly),Never,Most days,Never,Never,Most days,Never,Most days,Occasionally (~monthly),Never,Never,Never,Most days,JP2,3,"dask, pandas, geopandas, rasterio, rioxarray",,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,Somewhat useful,Very useful,Somewhat useful,Very useful,Critical,Very useful,Somewhat interested,Somewhat interested,Very interested,Not interested,Not interested,
6/23/2022 1:21:15,Student,Geosciences,Twitter,Most days,2,2,4,Yes,"Documentation (https://docs.xarray.dev/), Tutorials (https://tutorial.xarray.dev)",3,5 (most),2,1 (least),4,Occasionally (~monthly),Never,Most days,Occasionally (~monthly),Most days,Occasionally (~monthly),Never,Most days,Never,Never,Never,Never,Occasionally (~monthly),Regularly (~weekly),Never,Never,Regularly (~weekly),,,2,,,Somewhat useful,Somewhat useful,Very useful,Somewhat useful,Somewhat useful,Very useful,Not relevant,Somewhat useful,Not relevant,Very useful,Somewhat useful,Somewhat useful,Not interested,Not interested,Somewhat interested,Not interested,,
6/23/2022 2:45:02,"Student, Domain scientist / researcher",Geosciences,Twitter,Most days,2,2,3,Yes,"Documentation (https://docs.xarray.dev/), Stack Overflow #python-xarray tag, GitHub issue trackers (reading past issues)",4,3,5 (most),1 (least),2,Never,Never,Most days,Never,Regularly (~weekly),Most days,Never,Most days,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,3,"numpy, proplot, cmip6_preprocessing",,Somewhat useful,Somewhat useful,Very useful,Very useful,Very useful,Very useful,Not relevant,Not relevant,Somewhat useful,Very useful,Not relevant,Somewhat useful,Not interested,Not interested,Very interested,Somewhat interested,Not interested,
6/23/2022 7:25:13,"Student, Domain scientist / researcher","Biosciences, Statistics & Machine Learning",Twitter,Regularly (~weekly),3,4,3,Yes,"Documentation (https://docs.xarray.dev/), GitHub issue trackers (raising a new issue), GitHub issue trackers (reading past issues)",3,4,5 (most),1 (least),2,Regularly (~weekly),Occasionally (~monthly),Regularly (~weekly),Never,Regularly (~weekly),Regularly (~weekly),Never,Never,Regularly (~weekly),Never,Never,Never,Never,Never,Never,Never,Never,Never,,3,"dask, seaborn",,Very useful,Somewhat useful,Somewhat useful,Very useful,Very useful,Not relevant,Somewhat useful,Very useful,Not relevant,Not relevant,Not relevant,Somewhat useful,Somewhat interested,Somewhat interested,Very interested,Not interested,Not interested,
